"item_code","category_code","item_name","fkko_code","hazard_class"
"91700511523","OSSG","фильтры очистки масла металлообрабатывающих станков отработанные","91700511523","5"
"91700521524","OSSG","фильтры угольные воздушные электроэрозионных прошивочных станков отработанные","91700521524","5"
"91700522524","OSSG","фильтры из синтетических волокон, отработанные при очистке рабочих жидкостей электроэрозионных станков","91700522524","5"
"91700531524","OSSG","фильтры полимерные прошивочных станков отработанные","91700531524","5"
"91703651514","OSSG","диафрагмы из каучуков синтетических, отработанные в форматорах-вулканизаторах при производстве автомобильных покрышек","91703651514","5"
"91706100000","OSSG","Отходы обслуживания оборудования пищевой, мясомолочной и рыбной промышленности","91706100000","5"
"91706111523","OSSG","фильтры очистки масла оборудования пищевой, мясомолочной и рыбной промышленности","91706111523","5"
"91710000000","OSSG","Отходы обслуживания и ремонта оборудования производств кокса и нефтепродуктов","91710000000","5"
"91711161213","OSSG","отходы очистки демонтированных газопроводов транспортировки коксового газа","91711161213","5"
"91712121394","OSSG","отходы зачистки оборудования для переработки природного газа с преимущественным содержанием оксидов железа и серы","91712121394","5"
"91800000000","OSSG","Отходы обслуживания машин и оборудования, не вошедших в другие группы","91800000000","5"
"91830000000","OSSG","Отходы обслуживания насосов и компрессоров","91830000000","5"
"91830200000","OSSG","Отходы обслуживания компрессорных установок","91830200000","5"
"91830201313","OSSG","конденсат водно-масляный компрессорных установок","91830201313","5"
"91830202314","OSSG","эмульсия маслоловушек компрессорных установок","91830202314","5"
"91830203313","OSSG","эмульсия маслоловушек компрессорных установок (содержание нефтепродуктов 15% и более)","91830203313","5"
"91830204314","OSSG","конденсат водно-масляный компрессорных установок (содержание масла менее 15%)","91830204314","5"
"91830211314","OSSG","вода системы охлаждения компрессорных установок, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)","91830211314","5"
"91830251524","OSSG","фильтры очистки газов от жидкости и механических примесей при подготовке топливного, пускового и импульсного газов отработанные","91830251524","5"
"91830261524","OSSG","фильтры кассетные очистки всасываемого воздуха воздушных компрессоров отработанные","91830261524","5"
"91830262524","OSSG","фильтры стекловолоконные очистки всасываемого воздуха газоперекачивающих агрегатов отработанные","91830262524","5"
"91830263524","OSSG","фильтры бумажные очистки всасываемого воздуха газоперекачивающих агрегатов отработанные","91830263524","5"
"91830265524","OSSG","фильтры воздушные компрессорных установок в стальном корпусе отработанные","91830265524","5"
"91830266524","OSSG","фильтры воздушные компрессорных установок в полимерном корпусе отработанные","91830266524","5"
"91830267524","OSSG","картриджи стальные фильтров очистки всасываемого воздуха компрессорных установок отработанные","91830267524","5"
"91830271523","OSSG","фильтры сепараторные очистки сжатого воздуха компрессорных установок отработанные (содержание нефтепродуктов 15% и более)","91830271523","5"
"91830272524","OSSG","фильтры сепараторные очистки сжатого воздуха компрессорных установок отработанные (содержание нефтепродуктов менее 15%)","91830272524","5"
"91830281523","OSSG","фильтры очистки масла компрессорных установок отработанные (содержание нефтепродуктов 15% и более)","91830281523","5"
"91830282524","OSSG","фильтры очистки масла компрессорных установок отработанные (содержание нефтепродуктов менее 15%)","91830282524","5"
"91830284524","OSSG","картриджи фильтров очистки масла компрессорных установок отработанные (содержание нефтепродуктов менее 15%)","91830284524","5"
"91830285523","OSSG","фильтры очистки масла газоперекачивающих агрегатов отработанные","91830285523","5"
"91830300000","OSSG","Отходы обслуживания насосного оборудования","91830300000","5"
"91830321523","OSSG","фильтрующий элемент пенополиуретановый фильтров очистки топлива насосов дизельных котлов отработанный","91830321523","5"
"91830331524","OSSG","фильтры очистки воздуха насосного оборудования отработанные","91830331524","5"
"91830341523","OSSG","фильтры очистки масла, перекачиваемого насосным оборудованием","91830341523","5"
"91830361704","OSSG","детали насосного оборудования из разнородных пластмасс в смеси, утратившие потребительские свойства","91830361704","5"
"91831100000","OSSG","Отходы обслуживания турбин","91831100000","5"
"91831111523","OSSG","фильтры очистки масла турбин отработанные (содержание нефтепродуктов 15% и более)","91831111523","5"
"91831121524","OSSG","фильтры воздушные турбин отработанные","91831121524","5"
"91839000000","OSSG","Отходы обслуживания систем охлаждения двигателей машин и оборудования","91839000000","5"
"91839511523","OSSG","фильтры очистки охлаждающей жидкости на основе этиленгликоля отработанные умеренно опасные","91839511523","5"
"91850000000","OSSG","Отходы обслуживания холодильного оборудования","91850000000","5"
"91850200000","OSSG","Отходы холодильных агентов","91850200000","5"
"91850201104","OSSG","отходы холодильного агента на основе аммиака","91850201104","5"
"91850311313","OSSG","эмульсия водно-масляная компрессорных установок холодильного оборудования, содержащая аммиак","91850311313","5"
"91851131394","OSSG","отходы очистки хладагента на основе водного рассола хлорида кальция","91851131394","5"
"91852000000","OSSG","Отходы деталей и комплектующих холодильного оборудования","91852000000","5"
"91852111524","OSSG","отходы фильтр-осушителей фреонов холодильного оборудования","91852111524","5"
"91852212523","OSSG","фильтры очистки масла компрессоров фреонов холодильного оборудования отработанные","91852212523","5"
"91860000000","OSSG","Отходы обслуживания прочего электрического оборудования","91860000000","5"
"91861000000","OSSG","Отходы обслуживания электрогенераторных установок","91861000000","5"
"91861101523","OSSG","фильтры воздушные электрогенераторных установок отработанные (содержание нефтепродуктов 15% и более)","91861101523","5"
"91861102524","OSSG","фильтры воздушные электрогенераторных установок отработанные (содержание нефтепродуктов менее 15%)","91861102524","5"
"91861131523","OSSG","фильтры воздушные из негалогенированных полимеров электрогенераторных установок отработанные","91861131523","5"
"91861201523","OSSG","фильтры очистки масла электрогенераторных установок отработанные (содержание нефтепродуктов 15% и более)","91861201523","5"
"91861202524","OSSG","фильтры очистки масла электрогенераторных установок отработанные (содержание нефтепродуктов менее 15%)","91861202524","5"
"91861301523","OSSG","фильтры очистки топлива электрогенераторных установок отработанные (содержание нефтепродуктов 15% и более)","91861301523","5"
"91861401313","OSSG","отходы антифризов на основе этиленгликоля при обслуживании электрогенераторных установок","91861401313","5"
"91862000000","OSSG","Отходы обслуживания трансформаторного оборудования","91862000000","5"
"91862111393","OSSG","отходы очистки трансформаторного масла при обслуживании трансформаторов","91862111393","5"
"91862321523","OSSG","фильтры очистки трансформаторного масла отработанные","91862321523","5"
"91862711314","OSSG","вода, загрязненная нефтяными маслами при смыве подтеков масла трансформаторов (содержание нефтепродуктов менее 15%)","91862711314","5"
"91862731313","OSSG","водомасляная эмульсия с содержанием масла 15% и более при проверке системы пожаротушения трансформаторов","91862731313","5"
"91863311524","OSSG","фильтры бумажные очистки диэлектрической жидкости на водной основе в электроэрозионных станках отработанные","91863311524","5"
"91890511524","OSSG","фильтры воздушные дизельных двигателей отработанные","91890511524","5"
"91890521523","OSSG","фильтры очистки масла дизельных двигателей отработанные","91890521523","5"
"91890531523","OSSG","фильтры очистки топлива дизельных двигателей отработанные","91890531523","5"
"91890800000","OSSG","Отходы обслуживания гидравлических прессов","91890800000","5"
"91890811523","OSSG","фильтры очистки масла гидравлических прессов","91890811523","5"
"91891900000","OSSG","Отходы обслуживания ручного механизированного инструмента","91891900000","5"
"91891921523","OSSG","фильтры очистки топлива двигателя внутреннего сгорания ручного механизированного инструмента отработанные","91891921523","5"
"91900000000","OSSG","Прочие отходы обслуживания машин и оборудования","91900000000","5"
"91910000000","OSSG","Отходы производства сварочных и паяльных работ","91910000000","5"
"91910001205","OSSG","остатки и огарки стальных сварочных электродов","91910001205","5"
"91910002204","OSSG","шлак сварочный","91910002204","5"
"91911111404","OSSG","окалина при сварке черных металлов","91911111404","5"
"91911121204","OSSG","шлак сварочный с преимущественным содержанием диоксида кремния","91911121204","5"
"91911124204","OSSG","шлак сварочный с преимущественным содержанием диоксида титана","91911124204","5"
"91911131394","OSSG","отходы разложения карбида кальция при получении ацетилена для газосварочных работ","91911131394","5"
"91913000000","OSSG","Отходы флюсов сварочных и наплавочных","91913000000","5"
"91913111204","OSSG","отходы флюса сварочного и/или наплавочного марганцево-силикатного","91913111204","5"
"91913113203","OSSG","отходы флюса сварочного и/или наплавочного марганцево-силикатного, содержащего оксид марганца (II) в количестве 40% и более","91913113203","5"
"91913115203","OSSG","отходы флюса сварочного и/или наплавочного марганцево-силикатного, содержащего фторид кальция","91913115203","5"
"91913231204","OSSG","отходы флюса сварочного и/или наплавочного кальций-магниево-основного","91913231204","5"
"91913911204","OSSG","отходы флюсов сварочных и/или наплавочных в смеси, с преимущественным содержанием марганцево-силикатного и кальциево-силикатного флюсов","91913911204","5"
"91913951203","OSSG","отходы флюсов сварочных и/или наплавочных в смеси (алюминатно-основного, керамического) при проведении сварных работ с использованием медной проволоки","91913951203","5"
"91914121204","OSSG","отходы (остатки) стальной сварочной проволоки","91914121204","5"
"91914122205","OSSG","отходы (остатки) сварочной проволоки из легированной стали","91914122205","5"
"91916000000","OSSG","Отходы производства паяльных работ","91916000000","5"
"91916111402","OSSG","отходы флюса паяльного кислотного на основе борной кислоты","91916111402","5"
"91916113104","OSSG","отходы флюса паяльного на основе натрия тетрабората","91916113104","5"
"91916211402","OSSG","отходы флюса паяльного солевого на основе хлоридов металлов","91916211402","5"
"91916311402","OSSG","отходы флюсов паяльных высокотемпературных фторборатно- и боридно-галогенидных","91916311402","5"
"91916321403","OSSG","отходы флюсов паяльных высокотемпературных на основе хлоридно-фторидных солей","91916321403","5"
"91916511302","OSSG","отходы флюса паяльного на основе канифоли","91916511302","5"
"91916521103","OSSG","отходы флюса паяльного на основе полигликолевых эфиров","91916521103","5"
"91916611203","OSSG","отходы припоя оловянно-свинцового","91916611203","5"
"91916621333","OSSG","отходы пасты паяльной оловянно-свинцовой с добавлением серебра в смеси с канифолью","91916621333","5"
"91916631333","OSSG","отходы пасты паяльной на основе оксида меди (I)","91916631333","5"
"91916642203","OSSG","отходы пасты паяльной с оловянно-медно-серебряным припоем с добавлением канифоли","91916642203","5"
"91916643203","OSSG","отходы пасты паяльной с оловянно-медно-серебряным припоем с добавлением канифоли и диэтиленгликоля","91916643203","5"
"91916811204","OSSG","отходы лужения алюминиевых сплавов перед пайкой, содержащие преимущественно гидроксид олова","91916811204","5"
"91917000000","OSSG","Отходы газоочистки при производстве сварочных и паяльных работ","91917000000","5"
"91917111494","OSSG","отходы газоочистки при проведении сварочных работ, содержащие оксиды кремния и железа (суммарное содержание оксидов кремния и железа более 75%)","91917111494","5"
"91917161524","OSSG","фильтры угольные, загрязненные при очистке выбросов паяльных работ","91917161524","5"
"91920000000","OSSG","Отходы твердых производственных материалов, загрязненные нефтью или нефтепродуктами, не вошедшие в Блоки 2 - 4, 6 - 8","91920000000","5"
"91920100000","OSSG","Отходы песка, загрязненного нефтью или нефтепродуктами","91920100000","5"
"91920101393","OSSG","песок, загрязненный нефтью или нефтепродуктами (содержание нефти или нефтепродуктов 15% и более)","91920101393","5"
"91920102394","OSSG","песок, загрязненный нефтью или нефтепродуктами (содержание нефти или нефтепродуктов менее 15%)","91920102394","5"
"91920104394","OSSG","песок и/или грунт, загрязненный негалогенированными ароматическими углеводородами (содержание негалогенированных ароматических углеводородов менее 5%)","91920104394","5"
"91920200000","OSSG","Отходы сальниковой набивки, загрязненной нефтью или нефтепродуктами","91920200000","5"
"91920201603","OSSG","сальниковая набивка асбесто-графитовая промасленная (содержание масла 15% и более)","91920201603","5"
"91920202604","OSSG","сальниковая набивка асбесто-графитовая промасленная (содержание масла менее 15%)","91920202604","5"
"91920212604","OSSG","сальниковая набивка из полимерного материала промасленная (содержание масла менее 15%)","91920212604","5"
"91920300000","OSSG","Отходы пеньки, загрязненной нефтью или нефтепродуктами","91920300000","5"
"91920301603","OSSG","пенька промасленная (содержание масла 15% и более)","91920301603","5"
"91920302604","OSSG","пенька промасленная (содержание масла менее 15%)","91920302604","5"
"91920400000","OSSG","Обтирочный материал, загрязненный нефтью или нефтепродуктами","91920400000","5"
"91920401603","OSSG","обтирочный материал, загрязненный нефтью или нефтепродуктами (содержание нефти или нефтепродуктов 15% и более)","91920401603","5"
"91920402604","OSSG","обтирочный материал, загрязненный нефтью или нефтепродуктами (содержание нефти или нефтепродуктов менее 15%)","91920402604","5"
"91920411603","OSSG","обтирочный материал, загрязненный растворителями на основе ароматических углеводородов (содержание растворителей 15% и более)","91920411603","5"
"91920482604","OSSG","обтирочный материал, загрязненный нефтепродуктами и бериллием (содержание нефтепродуктов менее 15%, содержание бериллия менее 1%)","91920482604","5"
"91920500000","OSSG","Отходы опилок и стружки древесных, загрязненных нефтью или нефтепродуктами","91920500000","5"
"91920501393","OSSG","опилки и стружка древесные, загрязненные нефтью или нефтепродуктами (содержание нефти или нефтепродуктов 15% и более)","91920501393","5"
"91920502394","OSSG","опилки и стружка древесные, загрязненные нефтью или нефтепродуктами (содержание нефти или нефтепродуктов менее 15%)","91920502394","5"
"91920504394","OSSG","опилки и стружка древесные, загрязненные негалогенированными ароматическими углеводородами (содержание негалогенированных ароматических углеводородов менее 5%)","91920504394","5"
"91920611434","OSSG","опилки древесные, загрязненные связующими смолами","91920611434","5"
"91930000000","OSSG","Отходы твердых производственных материалов, загрязненные прочими веществами, не вошедшие в Блоки 2 - 4, 6 - 8","91930000000","5"
"91930101394","OSSG","песок, отработанный при ликвидации проливов щелочей","91930101394","5"
"91930111394","OSSG","песок, отработанный при ликвидации проливов неорганических кислот","91930111394","5"
"91930121394","OSSG","песок, отработанный при ликвидации проливов и просыпей реагентов для подготовки и обработки воды котельно-теплового хозяйства","91930121394","5"
"91930153394","OSSG","песок, загрязненный при ликвидации проливов лакокрасочных материалов","91930153394","5"
"91930211604","OSSG","обтирочный материал, загрязненный негалогенированными органическими растворителями","91930211604","5"
"91930214603","OSSG","обтирочный материал, загрязненный альдегидами и ароматическими соединениями, в том числе ароматическими спиртами","91930214603","5"
"91930221605","OSSG","обтирочный материал, загрязненный нерастворимыми или малорастворимыми в воде неорганическими веществами природного происхождения","91930221605","5"
"91930222604","OSSG","обтирочный материал, загрязненный нерастворимыми или малорастворимыми в воде неорганическими веществами","91930222604","5"
"91930232604","OSSG","обтирочный материал, загрязненный древесной пылью","91930232604","5"
"91930246603","OSSG","обтирочный материал, загрязненный смолами фенолформальдегидными и полимерными материалами (содержание смол фенолформальдегидных 5% и более)","91930246603","5"
"91930247603","OSSG","обтирочный материал, загрязненный химическими продуктами на основе синтетического каучука","91930247603","5"
"91930249604","OSSG","обтирочный материал, загрязненный поливинилхлоридом","91930249604","5"
"91930251604","OSSG","обтирочный материал, загрязненный синтетическими смолами, включая клеи на их основе, малоопасный","91930251604","5"
"91930252604","OSSG","обтирочный материал, загрязненный кремнийорганическими полимерами","91930252604","5"
"91930253604","OSSG","обтирочный материал, загрязненный материалами лакокрасочными и аналогичными для нанесения покрытий, малоопасный","91930253604","5"
"91930254603","OSSG","обтирочный материал, загрязненный полиграфическими красками и/или мастиками, умеренно опасный","91930254603","5"
"91930255604","OSSG","обтирочный материал, загрязненный полиграфическими красками и/или мастиками, малоопасный","91930255604","5"
"91930258604","OSSG","обтирочный материал, загрязненный шлифовальными и/или полировальными пастами на основе оксида хрома (III)","91930258604","5"
"91930261604","OSSG","обтирочный материал, загрязненный канифолью","91930261604","5"
"91930262604","OSSG","обтирочный материал, загрязненный клеем на основе крахмала","91930262604","5"
"91930271604","OSSG","обтирочный материал, загрязненный при удалении проливов электролита сернокислотного","91930271604","5"
"91930278604","OSSG","обтирочный материал, загрязненный при удалении просыпей и проливов аммиачной селитры","91930278604","5"
"91930279604","OSSG","обтирочный материал, загрязненный спирто-нефрасовой смесью, паяльной пастой, припоем","91930279604","5"
"91930281603","OSSG","обтирочный материал, загрязненный преимущественно кремнием, ацетоном и неорганическими люминофорами","91930281603","5"
"91930361603","OSSG","обтирочный материал, загрязненный взрывчатыми веществами, преимущественно пиротехническими составами","91930361603","5"
"91930364603","OSSG","обтирочный материал, загрязненный взрывчатыми веществами, преимущественно гексогеном","91930364603","5"
"91930365604","OSSG","обтирочный материал, загрязненный взрывчатыми веществами, преимущественно тринитротолуолом","91930365604","5"
"91930368602","OSSG","обтирочный материал, загрязненный взрывчатыми веществами, преимущественно тротилом","91930368602","5"
"91930411602","OSSG","обтирочный материал, загрязненный полихлорированными бифенилами","91930411602","5"
"91930421402","OSSG","песок и опилки древесные в смеси, загрязненные полихлорированными бифенилами (содержание полихлорированных бифенилов менее 20%)","91930421402","5"
"91930531204","OSSG","опилки древесные дезинфекционных барьеров, загрязненные формальдегидом","91930531204","5"
"91930611203","OSSG","пенополиуретан, загрязненный при ликвидации проливов лакокрасочных материалов","91930611203","5"
"91950000000","OSSG","Отходы мойки и чистки деталей и агрегатов
(отходы растворителей нефтяного происхождения см. группу 4 14 121, отходы отмывочных жидкостей и растворов на водной основе см. группу 4 16 100)","91950000000","5"
"91951001313","OSSG","раствор щелочной мойки деталей на основе тринатрийфосфата, загрязненный нефтепродуктами (суммарное содержание нефтепродуктов и тринатрийфосфата 15% и более)","91951001313","5"
"91951111324","OSSG","раствор щелочной, отработанный при мойке деталей, загрязненный нефтепродуктами (содержание нефтепродуктов менее 15%)","91951111324","5"
"91952111393","OSSG","отходы (осадок) мойки деталей растворителями нефтяного происхождения","91952111393","5"
"91952112393","OSSG","отходы (осадок) мойки деталей и/или агрегатов, содержащие нефтепродукты в количестве 15% и более","91952112393","5"
"91952113394","OSSG","отходы (осадок) мойки деталей и/или агрегатов, содержащие нефтепродукты в количестве менее 15%","91952113394","5"
"91952221393","OSSG","отходы (осадок) мойки деталей и агрегатов раствором триполифосфата натрия с преимущественным содержанием оксидов железа","91952221393","5"
"91952521393","OSSG","отходы зачистки моечных машин, содержащие нефтепродукты в количестве 15% и более","91952521393","5"
"91952531393","OSSG","отходы зачистки моечных машин, работающих на щелочных растворах","91952531393","5"
"91952532394","OSSG","отходы зачистки моечных машин, работающих на щелочных растворах, малоопасные","91952532394","5"
"91952533394","OSSG","отходы зачистки моечных машин, содержащие водный раствор стеарата натрия","91952533394","5"
"91952539394","OSSG","отходы зачистки моечных машин, содержащие поверхностно-активные вещества","91952539394","5"
"91952551393","OSSG","отходы зачистки моечных машин для мойки деталей и агрегатов с применением трихлорэтилена","91952551393","5"
"91953121394","OSSG","отходы зачистки ванн химической очистки растворами щелочей и кислот загрязненных металлических деталей, содержащие преимущественно диоксид кремния","91953121394","5"
"92000000000","OSSG","ОТХОДЫ ОБСЛУЖИВАНИЯ, РЕМОНТА И ДЕМОНТАЖА ТРАНСПОРТНЫХ СРЕДСТВ ПРОЧИЕ","92000000000","5"
"92010000000","OSSG","Отходы аккумуляторов и аккумуляторных батарей транспортных средств","92010000000","5"
"92011000000","OSSG","Отходы аккумуляторов свинцово-кислотных","92011000000","5"
"92011001532","OSSG","аккумуляторы свинцовые отработанные неповрежденные, с электролитом","92011001532","5"
"92011002523","OSSG","аккумуляторы свинцовые отработанные в сборе, без электролита","92011002523","5"
"92011003513","OSSG","свинцовые пластины отработанных аккумуляторов","92011003513","5"
"92011004392","OSSG","шлам сернокислотного электролита","92011004392","5"
"92011211514","OSSG","корпус карболитовый аккумулятора свинцового с остатками свинцовой пасты и серной кислоты с суммарным содержанием не более 5%","92011211514","5"
"92011311412","OSSG","отходы оксида свинца при обслуживании аккумуляторов свинцово-кислотных","92011311412","5"
"92012000000","OSSG","Отходы аккумуляторов никель-кадмиевых","92012000000","5"
"92012001532","OSSG","аккумуляторы никель-кадмиевые отработанные неповрежденные, с электролитом","92012001532","5"
"92012002523","OSSG","аккумуляторы никель-кадмиевые отработанные в сборе, без электролита","92012002523","5"
"92013000000","OSSG","Отходы аккумуляторов никель-железных","92013000000","5"
"92013001532","OSSG","аккумуляторы никель-железные отработанные неповрежденные, с электролитом","92013001532","5"
"92013002523","OSSG","аккумуляторы никель-железные отработанные в сборе, без электролита","92013002523","5"
"92020000000","OSSG","Отходы электролитов аккумуляторов и аккумуляторных батарей","92020000000","5"
"92021000000","OSSG","Отходы кислот аккумуляторных","92021000000","5"
"92021001102","OSSG","кислота аккумуляторная серная отработанная","92021001102","5"
"92022000000","OSSG","Отходы щелочей аккумуляторных","92022000000","5"
"92022001102","OSSG","щелочи аккумуляторные отработанные","92022001102","5"
"92030000000","OSSG","Отходы фрикционных материалов
(отходы фрикционных материалов на основе асбеста см. группу 4 55 900 00 00 0)","92030000000","5"
"92031000000","OSSG","Тормозные колодки отработанные","92031000000","5"
"92031001525","OSSG","тормозные колодки отработанные без накладок асбестовых","92031001525","5"
"92031002524","OSSG","тормозные колодки отработанные с остатками накладок асбестовых","92031002524","5"
"92031103524","OSSG","тормозные колодки с остатками накладок, не содержащих асбест, отработанные","92031103524","5"
"92040000000","OSSG","Отходы катализаторов системы выпуска выхлопных газов транспортных средств","92040000000","5"
"92041000000","OSSG","Каталитические блоки без стального корпуса","92041000000","5"
"92041001403","OSSG","керамический каталитический блок транспортных средств отработанный","92041001403","5"
"92100000000","OSSG","Прочие отходы обслуживания, ремонта и демонтажа автомобильного транспорта","92100000000","5"
"92110000000","OSSG","Отходы шин, покрышек, камер автомобильных","92110000000","5"
"92111000000","OSSG","Шины автомобильные отработанные","92111000000","5"
"92111001504","OSSG","шины пневматические автомобильные отработанные","92111001504","5"
"92111211524","OSSG","шины резиновые сплошные или полупневматические отработанные с металлическим кордом","92111211524","5"
"92112000000","OSSG","Камеры пневматических шин отработанные","92112000000","5"
"92112001504","OSSG","камеры пневматических шин автомобильных отработанные","92112001504","5"
"92113000000","OSSG","Покрышки пневматических шин отработанные","92113000000","5"
"92113001504","OSSG","покрышки пневматических шин с тканевым кордом отработанные","92113001504","5"
"92113002504","OSSG","покрышки пневматических шин с металлическим кордом отработанные","92113002504","5"
"92120000000","OSSG","Отходы автомобильных антифризов и тормозных жидкостей","92120000000","5"
"92121000000","OSSG","Отходы антифризов","92121000000","5"
"92121001313","OSSG","отходы антифризов на основе этиленгликоля","92121001313","5"
"92122001313","OSSG","отходы тормозной жидкости на основе полигликолей и их эфиров","92122001313","5"
"92122111313","OSSG","тормозная жидкость на основе минеральных масел отработанная","92122111313","5"
"92130000000","OSSG","Отходы фильтров автомобильных","92130000000","5"
"92130101524","OSSG","фильтры воздушные автотранспортных средств отработанные","92130101524","5"
"92130201523","OSSG","фильтры очистки масла автотранспортных средств отработанные","92130201523","5"
"92130301523","OSSG","фильтры очистки топлива автотранспортных средств отработанные","92130301523","5"
"92130401523","OSSG","фильтры очистки гидравлической жидкости автотранспортных средств отработанные","92130401523","5"
"92130511524","OSSG","фильтры очистки выхлопных газов автотранспортных средств отработанные","92130511524","5"
"92130611524","OSSG","фильтры очистки антифриза системы охлаждения автотранспортных средств отработанные","92130611524","5"
"92131121524","OSSG","фильтры угольные системы вентиляции салона автотранспортных средств отработанные","92131121524","5"
"92150000000","OSSG","Отходы при демонтаже автотранспортных средств","92150000000","5"
"92152111524","OSSG","сиденья при демонтаже автотранспортных средств","92152111524","5"
"92152121514","OSSG","наполнитель полиуретановый сидений автомобильных при демонтаже автотранспортных средств","92152121514","5"
"92152171604","OSSG","текстильные материалы сидений автомобильных в смеси, утратившие потребительские свойства","92152171604","5"
"92152176524","OSSG","подушки безопасности, утратившие потребительские свойства","92152176524","5"
"92152211524","OSSG","бамперы автомобильные, утратившие потребительские свойства","92152211524","5"
"92152311704","OSSG","отходы автомобильных шумоизоляционных материалов в смеси, утративших потребительские свойства","92152311704","5"
"92152411704","OSSG","детали автомобильные из разнородных пластмасс в смеси, в том числе галогенсодержащих, утратившие потребительские свойства","92152411704","5"
"92152413704","OSSG","детали автомобильные из разнородных пластмасс в смеси, в том числе галогенсодержащих, загрязненные нефтепродуктами (содержание нефтепродуктов менее 15%)","92152413704","5"
"92152511704","OSSG","детали автомобильные преимущественно из алюминия и олова в смеси, утратившие потребительские свойства","92152511704","5"
"92152531703","OSSG","детали автомобильные преимущественно из свинца, меди и алюминия в смеси, утратившие потребительские свойства","92152531703","5"
"92152611514","OSSG","стекло автомобильное при демонтаже автотранспортных средств","92152611514","5"
"92171131394","OSSG","вода от мойки узлов, деталей автомобильного транспорта, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)","92171131394","5"
"92172111405","OSSG","отходы из пылесборников при очистке салонов автотранспортных средств","92172111405","5"
"92172121203","OSSG","отходы механической зачистки кузова автомобильного транспорта, содержащие лакокрасочные материалы","92172121203","5"
"92172123423","OSSG","пыль шлифования металлических деталей автомобильного транспорта, содержащая лакокрасочные материалы","92172123423","5"
"92172141393","OSSG","отходы лимонной кислоты при обезжиривании и удалении ржавчины с металлических деталей автотранспортных средств","92172141393","5"
"92173121424","OSSG","пыль от продувки электрического оборудования автомобильного транспорта","92173121424","5"
