"item_code","category_code","item_name","fkko_code","hazard_class"
"92259111204","OSSG","отходы затвердевших термопластичных пластмасс (компаунда) при ремонте и обслуживании железнодорожного подвижного состава","92259111204","5"
"92272121394","OSSG","вода, загрязненная нефтепродуктами, при мойке железнодорожного подвижного состава (содержание нефтепродуктов менее 15%)","92272121394","5"
"92274111334","OSSG","отходы мойки, пропарки и механической очистки котлов железнодорожных цистерн для перевозки гидроксида и гипохлорита натрия","92274111334","5"
"92278211334","OSSG","осадок нейтрализации известковым молоком вод промывки железнодорожных цистерн для перевозки кислот","92278211334","5"
"92278311394","OSSG","осадок механической очистки сточных вод при мойке деталей и агрегатов железнодорожного подвижного состава","92278311394","5"
"92281221393","OSSG","осадок моечных машин при мойке деталей электроподвижного состава метрополитена","92281221393","5"
"92289111704","OSSG","смесь отходов электротехнических изделий из разнородных пластмасс, не содержащих галогены, при обслуживании электроподвижного состава метрополитена","92289111704","5"
"92300000000","OSSG","Прочие отходы обслуживания и ремонта авиатранспорта","92300000000","5"
"92311111524","OSSG","шины и покрышки пневматические для использования в авиации отработанные","92311111524","5"
"92312000000","OSSG","Отходы фильтров при обслуживании авиационной техники","92312000000","5"
"92312111524","OSSG","фильтры воздушные авиационной техники отработанные","92312111524","5"
"92312201513","OSSG","фильтры стальные очистки масла авиационной техники отработанные","92312201513","5"
"92312301513","OSSG","фильтры стальные очистки топлива авиационной техники отработанные","92312301513","5"
"92312311523","OSSG","фильтрующие элементы на основе целлюлозы, отработанные при очистке топлива авиационной техники","92312311523","5"
"92312401513","OSSG","фильтры стальные очистки гидравлической жидкости авиационной техники отработанные","92312401513","5"
"92313111504","OSSG","диски тормозные авиационной техники отработанные","92313111504","5"
"92314221514","OSSG","изделия из пенополиуретана, загрязненные керосином, при обслуживании топливных баков авиационной техники (содержание керосина менее 15%)","92314221514","5"
"92321111313","OSSG","отходы противообледенительной жидкости на основе этиленгликоля","92321111313","5"
"92321121103","OSSG","отходы противоводокристаллизационной жидкости на основе этилцеллозольва и метанола","92321121103","5"
"92321211313","OSSG","рабочая жидкость для гидравлических систем авиационной техники на основе эфиров фосфорной кислоты отработанная","92321211313","5"
"92327321394","OSSG","отходы зачистки оборудования для хранения противокристаллизационной жидкости на основе метанола и этилцеллозольва","92327321394","5"
"92327411314","OSSG","жидкие отходы при промывке кессон-баков от остатков топлива (содержание нефтепродуктов менее 15%)","92327411314","5"
"92328100000","OSSG","Отходы при мойке авиационной техники прочие","92328100000","5"
"92328111323","OSSG","вода от мойки авиационной техники, загрязненная алкилсульфатами","92328111323","5"
"92328211314","OSSG","водно-органическая эмульсия при промывке фильтрэлементов авиационной техники","92328211314","5"
"92400000000","OSSG","Прочие отходы обслуживания и ремонта водного транспорта
(отходы вод подсланевых и льяльных см. группу 9 11 100)","92400000000","5"
"92411412204","OSSG","отходы очистки грузовых судов и аналогичных плавучих средств при транспортировке лома и отходов черных металлов","92411412204","5"
"92440101524","OSSG","фильтры воздушные водного транспорта (судов) отработанные","92440101524","5"
"92440201523","OSSG","фильтры очистки масла водного транспорта (судов) отработанные","92440201523","5"
"92440301523","OSSG","фильтры очистки топлива водного транспорта (судов) отработанные","92440301523","5"
"92443151393","OSSG","отходы сепарации дизельного топлива на водном транспорте (судах) (содержание нефтепродуктов 15% и более)","92443151393","5"
"92450000000","OSSG","Отходы очистки корпусов водного транспорта","92450000000","5"
"92453511203","OSSG","отходы механической зачистки корпуса водного транспорта (судов), содержащие лакокрасочные материалы","92453511203","5"
"92499112204","OSSG","отходы зачистки водного транспорта при перевозке лома и отходов черных металлов малоопасные","92499112204","5"
"92675111204","OSSG","вставки контактные углеграфитовые токоприемников троллейбусов отработанные","92675111204","5"
"92749912524","OSSG","отработанные фильтры горнодобывающего оборудования, горной техники, погрузочно-доставочных и транспортных машин, со слитыми нефтепродуктами","92749912524","5"
"92952111524","OSSG","отходы искусственной кожи при замене обивки сидений транспортных средств","92952111524","5"
"93000000000","OSSG","ОТХОДЫ ПРИ ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ ОКРУЖАЮЩЕЙ СРЕДЫ","93000000000","5"
"93100000000","OSSG","Отходы при ликвидации загрязнений нефтью и нефтепродуктами","93100000000","5"
"93110000000","OSSG","Природные материалы, загрязненные нефтью или нефтепродуктами, направляемые на обезвреживание при ликвидации загрязнений","93110000000","5"
"93110001393","OSSG","грунт, загрязненный нефтью или нефтепродуктами (содержание нефти или нефтепродуктов 15% и более)","93110001393","5"
"93110003394","OSSG","грунт, загрязненный нефтью или нефтепродуктами (содержание нефти или нефтепродуктов менее 15%)","93110003394","5"
"93118111714","OSSG","древесно-кустарниковая растительность, загрязненная нефтью или нефтепродуктами (содержание нефти и нефтепродуктов менее 15%)","93118111714","5"
"93121111523","OSSG","боны на основе пенополиуретана, отработанные при локализации и ликвидации разливов нефти или нефтепродуктов (содержание нефти или нефтепродуктов 15% и более)","93121111523","5"
"93121112514","OSSG","боны полипропиленовые, отработанные при локализации и ликвидации разливов нефти или нефтепродуктов (содержание нефти и нефтепродуктов менее 15%)","93121112514","5"
"93121113513","OSSG","боны полипропиленовые, отработанные при локализации и ликвидации разливов нефти и нефтепродуктов (содержание нефти и нефтепродуктов 15% и более)","93121113513","5"
"93121512293","OSSG","сорбенты из синтетических материалов (кроме текстильных), отработанные при локализации и ликвидации разливов нефти или нефтепродуктов (содержание нефти и нефтепродуктов 15% и более)","93121512293","5"
"93121611293","OSSG","сорбенты из природных органических материалов, отработанные при локализации и ликвидации разливов нефти или нефтепродуктов (содержание нефти и нефтепродуктов 15% и более)","93121611293","5"
"93121613304","OSSG","сорбенты органоминеральные, отработанные при локализации и ликвидации разливов нефти или нефтепродуктов (содержание нефти или нефтепродуктов менее 15%)","93121613304","5"
"93121712303","OSSG","сорбенты неорганические, отработанные при локализации и ликвидации разливов нефти или нефтепродуктов (содержание нефти и/или нефтепродуктов 15% и более)","93121712303","5"
"93132111314","OSSG","эмульсия при очистке акватории от нефтепродуктов (содержание нефтепродуктов менее 15%)","93132111314","5"
"93200000000","OSSG","Отходы при ликвидации загрязнений ртутью и ртутьсодержащими соединениями","93200000000","5"
"93210111391","OSSG","отходы демеркуризации боя ртутьсодержащих изделий мыльно-содовым раствором","93210111391","5"
"93220111392","OSSG","грунт при ликвидации разливов ртути, загрязненный ртутью","93220111392","5"
"93311111333","OSSG","отходы грунта при ликвидации проливов неорганических кислот","93311111333","5"
"93900000000","OSSG","Отходы при ликвидации загрязнений прочими веществами","93900000000","5"
"94000000000","OSSG","ОТХОДЫ ПРИ ТЕХНИЧЕСКИХ ИСПЫТАНИЯХ, ИЗМЕРЕНИЯХ, ИССЛЕДОВАНИЯХ","94000000000","5"
"94100000000","OSSG","Лабораторные отходы и остатки химикалиев","94100000000","5"
"94110000000","OSSG","Отходы щелочей и их смесей","94110000000","5"
"94110101102","OSSG","отходы растворов гидроксида натрия с pH > 11,5 при технических испытаниях и измерениях","94110101102","5"
"94110102103","OSSG","отходы растворов гидроксида натрия с pH = 10,1 - 11,5 при технических испытаниях и измерениях","94110102103","5"
"94110103104","OSSG","отходы растворов гидроксида натрия с pH = 9,0 - 10,0 при технических испытаниях и измерениях","94110103104","5"
"94110201102","OSSG","отходы растворов гидроксида калия с pH > 11,5 при технических испытаниях и измерениях","94110201102","5"
"94110202103","OSSG","отходы растворов гидроксида калия с pH = 10,1 - 11,5 при технических испытаниях и измерениях","94110202103","5"
"94110203104","OSSG","отходы растворов гидроксида калия с pH = 9,0 - 10,0 при технических испытаниях и измерениях","94110203104","5"
"94110801102","OSSG","отходы смеси растворов гидроксидов щелочных металлов с pH > 11,5 при технических испытаниях и измерениях","94110801102","5"
"94111101492","OSSG","отходы твердого гидроксида лития при технических испытаниях и измерениях","94111101492","5"
"94111201492","OSSG","отходы твердого гидроксида натрия при технических испытаниях и измерениях","94111201492","5"
"94111307492","OSSG","отходы гидроксида калия в твердом виде при технических испытаниях и измерениях","94111307492","5"
"94120000000","OSSG","Отходы оксидов и гидроксидов прочих
(отходы, содержащие оксиды ртути, см. группу 9 41 541)","94120000000","5"
"94120101291","OSSG","отходы оксидов ванадия при технических испытаниях и измерениях","94120101291","5"
"94120201212","OSSG","отходы оксида кальция при технических испытаниях и измерениях","94120201212","5"
"94120231403","OSSG","отходы оксида магния при технических испытаниях и измерениях","94120231403","5"
"94120331493","OSSG","отходы оксида алюминия, отработанного в качестве неподвижной фазы при технических испытаниях и измерениях с применением хроматографии","94120331493","5"
"94120961402","OSSG","отходы оксида свинца в твердом виде при технических испытаниях и измерениях","94120961402","5"
"94123811402","OSSG","отходы оксидов теллура при технических испытаниях и измерениях","94123811402","5"
"94125101103","OSSG","отходы гидроксида аммония при технических испытаниях и измерениях","94125101103","5"
"94125102104","OSSG","отходы гидроксида аммония при технических испытаниях и измерениях (содержание гидроксида аммония менее 30%)","94125102104","5"
"94129111103","OSSG","отходы пероксида водорода при технических испытаниях и измерениях","94129111103","5"
"94130000000","OSSG","Отходы кислот и их смесей","94130000000","5"
"94131000000","OSSG","Отходы органических кислот и их смесей","94131000000","5"
"94131102102","OSSG","отходы уксусной кислоты при технических испытаниях и измерениях","94131102102","5"
"94131103322","OSSG","отходы уксусной кислоты, загрязненной нерастворимыми неорганическими веществами при технических испытаниях и измерениях","94131103322","5"
"94131411403","OSSG","отходы щавелевой (этандиовой) кислоты в твердом виде при технических испытаниях и измерениях","94131411403","5"
"94131417403","OSSG","отходы янтарной (бутандиовой) кислоты в твердом виде при технических испытаниях и измерениях","94131417403","5"
"94131451403","OSSG","отходы лимонной кислоты моногидрата и безводной в твердом виде при технических испытаниях и измерениях","94131451403","5"
"94131813533","OSSG","отходы молочной кислоты в пластмассовой и/или стеклянной таре при технических испытаниях и измерениях","94131813533","5"
"94131881403","OSSG","отходы оксиэтилендифосфоновой кислоты при технических испытаниях и измерениях","94131881403","5"
"94131901102","OSSG","смесь органических кислот при технических испытаниях и измерениях","94131901102","5"
"94131911104","OSSG","обводненная смесь уксусной и щавелевой кислот при технических испытаниях и измерениях малоопасная","94131911104","5"
"94132000000","OSSG","Отходы неорганических кислот и их смесей","94132000000","5"
"94132001102","OSSG","отходы азотной кислоты при технических испытаниях и измерениях","94132001102","5"
"94132101102","OSSG","отходы серной кислоты при технических испытаниях и измерениях","94132101102","5"
"94132104311","OSSG","смесь серной кислоты с бихроматом калия при технических испытаниях и измерениях","94132104311","5"
"94132201102","OSSG","отходы соляной кислоты при технических испытаниях и измерениях","94132201102","5"
"94132301102","OSSG","отходы фосфорной кислоты при технических испытаниях и измерениях","94132301102","5"
"94132401101","OSSG","отходы плавиковой кислоты при технических испытаниях и измерениях","94132401101","5"
"94132901102","OSSG","смесь неорганических кислот при технических испытаниях и измерениях","94132901102","5"
"94139101102","OSSG","смесь водных растворов неорганических кислот, не содержащая цианиды и органические примеси при технических испытаниях и измерениях","94139101102","5"
"94140000000","OSSG","Отходы неорганических солей и их смесей при технических испытаниях и измерениях","94140000000","5"
"94140101204","OSSG","отходы поташа в твердом виде при технических испытаниях и измерениях","94140101204","5"
"94140102293","OSSG","отходы калия железосинеродистого при технических испытаниях и измерениях","94140102293","5"
"94140104403","OSSG","отходы калия фосфорнокислого двузамещенного в твердом виде при технических испытаниях и измерениях","94140104403","5"
"94140106402","OSSG","отходы калия роданистого при технических испытаниях и измерениях","94140106402","5"
"94140107403","OSSG","отходы калия бромистого в твердом виде при технических испытаниях и измерениях","94140107403","5"
"94140112403","OSSG","отходы калия марганцовокислого в таре полиэтиленовой","94140112403","5"
"94140151414","OSSG","отходы натрия сернистокислого при технических испытаниях и измерениях","94140151414","5"
"94140152404","OSSG","отходы натрия тиосульфата 5-водного при технических испытаниях и измерениях","94140152404","5"
"94140153413","OSSG","отходы натрия двууглекислого при технических испытаниях и измерениях","94140153413","5"
"94140154494","OSSG","отходы натрия хлористого при технических испытаниях и измерениях","94140154494","5"
"94140155404","OSSG","отходы натрия сернокислого при технических испытаниях и измерениях","94140155404","5"
"94140156403","OSSG","отходы натрия углекислого при технических испытаниях и измерениях","94140156403","5"
"94140157403","OSSG","отходы натрия пиросульфита при технических испытаниях и измерениях","94140157403","5"
"94140158402","OSSG","отходы динатрия тетрабората декагидрата при технических испытаниях и измерениях","94140158402","5"
"94140171493","OSSG","отходы сульфатов и хлоридов щелочных металлов в твердом виде при технических испытаниях и измерениях","94140171493","5"
"94140181105","OSSG","отходы водного раствора хлорида натрия при технических испытаниях и измерениях","94140181105","5"
"94140191104","OSSG","отходы водных растворов неорганических солей щелочных металлов при технических испытаниях и измерениях","94140191104","5"
"94140201202","OSSG","отходы солей свинца в твердом виде при технических испытаниях и измерениях","94140201202","5"
"94140301202","OSSG","отходы хлорида меди в твердом виде при технических испытаниях и измерениях","94140301202","5"
"94140321412","OSSG","отходы меди сернокислой 5-водной при технических испытаниях и измерениях","94140321412","5"
"94140401201","OSSG","отходы солей мышьяка в твердом виде при технических испытаниях и измерениях","94140401201","5"
"94140461101","OSSG","водный раствор этиленгликоля, содержащий соли мышьяка, отработанный при технических испытаниях и измерениях","94140461101","5"
"94140501494","OSSG","отходы солей аммония в твердом виде при технических испытаниях и измерениях","94140501494","5"
"94140503413","OSSG","отходы аммония хлористого при технических испытаниях и измерениях","94140503413","5"
"94140581402","OSSG","отходы гидразина сернокислого в твердом виде при технических испытаниях и измерениях","94140581402","5"
"94140585403","OSSG","отходы гидроксиламина гидрохлорида в твердом виде при технических испытаниях и измерениях","94140585403","5"
"94140601492","OSSG","отходы бихромата калия в твердом виде при технических испытаниях и измерениях","94140601492","5"
"94140603402","OSSG","отходы калия хромовокислого при технических испытаниях и измерениях","94140603402","5"
"94140612103","OSSG","отходы водного раствора солей хрома (VI) при технических испытаниях и измерениях (содержание хрома (VI) менее 10%)","94140612103","5"
"94140613313","OSSG","отходы водных растворов солей тяжелых металлов, включая соли хрома (VI), при технических испытаниях и измерениях (суммарное содержание тяжелых металлов менее 10%)","94140613313","5"
"94140615314","OSSG","отходы водных растворов неорганических солей, включая соли хрома (VI), при технических испытаниях и измерениях (содержание солей хрома (VI) не более 1%)","94140615314","5"
"94140671292","OSSG","отходы дициклопентадиенила хрома (хромоцена) при технических испытаниях и измерениях","94140671292","5"
"94140831203","OSSG","отходы хлорида железа (III) шестиводного при технических испытаниях и измерениях","94140831203","5"
"94140841404","OSSG","отходы железа сернокислого 7-водного при технических испытаниях и измерениях","94140841404","5"
"94140851403","OSSG","отходы железа (III) азотнокислого 9-водного при технических испытаниях и измерениях","94140851403","5"
"94140901293","OSSG","отходы цинка азотнокислого 6-водного при технических испытаниях и измерениях","94140901293","5"
"94140951403","OSSG","отходы хлорида олова (II) в твердом виде при технических испытаниях и измерениях","94140951403","5"
"94141011402","OSSG","отходы натрия азотистокислого при технических испытаниях и измерениях","94141011402","5"
"94141021403","OSSG","отходы стронция азотнокислого в твердом виде при технических испытаниях и измерениях","94141021403","5"
"94141031402","OSSG","отходы бария азотнокислого при технических испытаниях и измерениях","94141031402","5"
"94141032324","OSSG","отходы бария сернокислого при технических испытаниях и измерениях","94141032324","5"
"94141121413","OSSG","отходы алюминия сернокислого при технических испытаниях и измерениях","94141121413","5"
"94141131412","OSSG","отходы аммония надсернокислого при технических испытаниях и измерениях","94141131412","5"
"94141211412","OSSG","отходы натрия фосфорноватистокислого 1-водного при технических испытаниях и измерениях","94141211412","5"
"94141315292","OSSG","отходы никеля двухлористого 6-водного при технических испытаниях и измерениях","94141315292","5"
"94142559402","OSSG","отходы циркония дихлорида оксида 8-водного в твердом виде при технических испытаниях и измерениях","94142559402","5"
"94142611103","OSSG","отходы водного раствора марганца хлористого при технических испытаниях и измерениях","94142611103","5"
"94143161402","OSSG","отходы иттрия азотнокислого 6-водного в твердом виде при технических испытаниях и измерениях","94143161402","5"
"94144811403","OSSG","отходы диамида тиоугольной кислоты (тиомочевины) при технических испытаниях и измерениях","94144811403","5"
"94144911404","OSSG","отходы соли закиси железа и аммония двойной сернокислой (соли Мора) в твердом виде при технических испытаниях и измерениях","94144911404","5"
"94144933403","OSSG","отходы сернокислого алюминия-калия (квасцов алюмокалиевых) в твердом виде при технических испытаниях и измерениях","94144933403","5"
"94145101101","OSSG","растворы, содержащие соли ртути, отработанные при технических испытаниях и измерениях","94145101101","5"
"94145151321","OSSG","растворы, содержащие оксиды ртути, отработанные при технических испытаниях и измерениях","94145151321","5"
"94147111202","OSSG","отходы хлорида серебра при технических испытаниях и измерениях","94147111202","5"
"94149111493","OSSG","отходы сульфатов, нитратов, хлоридов натрия, калия и железа в смеси при технических испытаниях и измерениях","94149111493","5"
"94149121403","OSSG","отходы химических реактивов в смеси с преимущественным содержанием хлоридов и сульфатов металлов (содержание тяжелых металлов менее 10%)","94149121403","5"
"94149511393","OSSG","отходы неорганических солей в смеси с негалогенированными органическими веществами при технических испытаниях и измерениях (содержание негалогенированных органических веществ 15% и более)","94149511393","5"
"94149514314","OSSG","отходы водных растворов солей тяжелых металлов в смеси с нефтепродуктами, содержащие тяжелые металлы в количестве менее 5%, при технических испытаниях и измерениях (содержание нефтепродуктов менее 10%)","94149514314","5"
"94149521292","OSSG","отходы лабораторных испытаний силилхромата, содержащие фенол","94149521292","5"
"94149533394","OSSG","отходы неорганических солей в смеси с галогенсодержащими органическими веществами при технических испытаниях и измерениях (содержание галогенсодержащих органических веществ менее 1%)","94149533394","5"
"94150000000","OSSG","Отходы органических веществ и их смесей при технических испытаниях и измерениях
(отходы солей органических кислот см. группу 9 41 600)","94150000000","5"
"94151000000","OSSG","Отходы негалогенированных органических веществ и их смесей при технических испытаниях и измерениях","94151000000","5"
"94151001103","OSSG","отходы гексана при технических испытаниях и измерениях","94151001103","5"
"94151029313","OSSG","обводненные отходы бензола при технических испытаниях и измерениях","94151029313","5"
"94151030103","OSSG","отходы бензола при технических испытаниях и измерениях","94151030103","5"
"94151031103","OSSG","отходы толуола при технических испытаниях и измерениях","94151031103","5"
"94151034103","OSSG","отходы ксилола при технических испытаниях и измерениях","94151034103","5"
"94151101103","OSSG","отходы формалина при технических испытаниях и измерениях","94151101103","5"
"94151148401","OSSG","отходы парадиметиламинобензальдегида при технических испытаниях и измерениях","94151148401","5"
"94151151103","OSSG","отходы ацетона при технических испытаниях и измерениях","94151151103","5"
"94151231102","OSSG","отходы дитизона при технических испытаниях и измерениях","94151231102","5"
"94151244402","OSSG","отходы гидрохинона в твердом виде при технических испытаниях и измерениях","94151244402","5"
"94151302103","OSSG","отходы этилацетата при технических испытаниях и измерениях","94151302103","5"
"94151304103","OSSG","отходы бутилацетата при технических испытаниях и измерениях","94151304103","5"
"94151305102","OSSG","отходы диэтилового эфира при технических испытаниях и измерениях","94151305102","5"
"94151306322","OSSG","отходы диэтилового эфира, загрязненного нерастворимыми неорганическими веществами при технических испытаниях и измерениях","94151306322","5"
"94151361103","OSSG","отходы моноэтилового эфира этиленгликоля (этилцеллозольва) при технических испытаниях и измерениях","94151361103","5"
"94151381102","OSSG","отходы 1,4-диоксана при технических испытаниях и измерениях","94151381102","5"
"94151451102","OSSG","отходы карбодигидразида при технических испытаниях и измерениях","94151451102","5"
"94151501313","OSSG","обводненные отходы метилового спирта при технических испытаниях и измерениях","94151501313","5"
"94151507102","OSSG","отходы изопропилового спирта при технических испытаниях и измерениях","94151507102","5"
"94151508322","OSSG","отходы изопропилового спирта, загрязненного нерастворимыми неорганическими веществами при технических испытаниях и измерениях","94151508322","5"
"94151509313","OSSG","обводненные отходы изопропилового спирта при технических испытаниях и измерениях","94151509313","5"
"94151511102","OSSG","отходы изоамилового спирта при технических испытаниях и измерениях","94151511102","5"
"94151533103","OSSG","отходы глицерина при технических испытаниях и измерениях","94151533103","5"
"94151581102","OSSG","отходы фурфурилового спирта при технических испытаниях и измерениях","94151581102","5"
"94151611102","OSSG","отходы пиридина при технических испытаниях и измерениях","94151611102","5"
"94151612322","OSSG","отходы пиридина, загрязненного нерастворимыми неорганическими веществами при технических испытаниях и измерениях","94151612322","5"
"94151641402","OSSG","отходы бензотриазола при технических испытаниях и измерениях","94151641402","5"
"94151711102","OSSG","отходы ацетонитрила при технических испытаниях и измерениях","94151711102","5"
"94151712322","OSSG","отходы ацетонитрила, загрязненного нерастворимыми неорганическими веществами при технических испытаниях и измерениях","94151712322","5"
"94151722322","OSSG","отходы диэтиламина, загрязненного нерастворимыми неорганическими веществами при технических испытаниях и измерениях","94151722322","5"
"94151901103","OSSG","смесь жидких негалогенированных органических веществ, не содержащих гетероатомы, при технических испытаниях и измерениях","94151901103","5"
"94151902313","OSSG","отходы жидких негалогенированных органических веществ в смеси с преимущественным содержанием алканов при технических испытаниях и измерениях","94151902313","5"
"94151911313","OSSG","смесь предельных углеводородов и спиртов при технических испытаниях и измерениях","94151911313","5"
"94151931103","OSSG","отходы жидких негалогенированных органических веществ в смеси с преимущественным содержанием толуола при технических испытаниях и измерениях","94151931103","5"
"94151971101","OSSG","отходы жидких негалогенированных органических веществ в смеси, загрязненные взрывчатыми веществами, при технических испытаниях и измерениях","94151971101","5"
"94152111313","OSSG","обводненная смесь отходов негалогенированных органических веществ с преимущественным содержанием производных бензола при технических испытаниях и измерениях","94152111313","5"
"94152191313","OSSG","отходы жидких негалогенированных органических веществ в смеси с преимущественным содержанием ароматических углеводородов при технических испытаниях и измерениях","94152191313","5"
"94152511313","OSSG","смесь негалогенированных органических веществ с преимущественным содержанием ацетона при технических испытаниях и измерениях","94152511313","5"
"94152531312","OSSG","смесь негалогенированных органических веществ с преимущественным содержанием ацетона и динитратэтиленгликоля, при технических испытаниях и измерениях","94152531312","5"
"94152811312","OSSG","смесь диэтилового и петролейного эфиров с аммиаком при технических испытаниях и измерениях","94152811312","5"
"94153411313","OSSG","обводненная смесь отходов негалогенированных органических веществ с преимущественным содержанием спиртов при технических испытаниях и измерениях","94153411313","5"
"94153421313","OSSG","смесь отходов негалогенированных органических веществ с преимущественным содержанием метанола при технических испытаниях и измерениях","94153421313","5"
"94153471313","OSSG","обводненная смесь негалогенированных органических веществ с преимущественным содержанием этиленгликоля, при технических испытаниях и измерениях","94153471313","5"
"94154000000","OSSG","Отходы негалогенированных органических веществ в смеси с неорганическими веществами при технических испытаниях и измерениях","94154000000","5"
"94154511393","OSSG","отходы негалогенированных органических веществ в смеси с неорганическими солями при технических испытаниях и измерениях","94154511393","5"
"94154911103","OSSG","отходы керосина при технических испытаниях и измерениях","94154911103","5"
"94154991313","OSSG","смесь нефтепродуктов с солями тяжелых металлов, включая соли хрома (VI), при технических испытаниях (суммарное содержание тяжелых металлов менее 10%)","94154991313","5"
"94155000000","OSSG","Отходы галогенсодержащих органических веществ и их смесей при технических испытаниях и измерениях","94155000000","5"
"94155001102","OSSG","отходы хлороформа при технических испытаниях и измерениях","94155001102","5"
"94155002333","OSSG","отходы хлороформа при технических испытаниях и измерениях (содержание хлороформа менее 27%)","94155002333","5"
"94155003102","OSSG","отходы тетрахлорметана при технических испытаниях и измерениях","94155003102","5"
"94155004322","OSSG","отходы тетрахлорметана, загрязненного нерастворимыми неорганическими веществами при технических испытаниях и измерениях","94155004322","5"
"94155006322","OSSG","отходы дихлорметана, загрязненного нерастворимыми неорганическими веществами при технических испытаниях и измерениях","94155006322","5"
"94155012102","OSSG","отходы дихлорэтана при технических испытаниях и измерениях","94155012102","5"
"94155415103","OSSG","отходы трихлорэтилена при технических испытаниях и измерениях","94155415103","5"
"94155615102","OSSG","отходы 1-бромнафталина при технических испытаниях и измерениях","94155615102","5"
